İl	İlçe	Köy	Merkeze uzaklık (km)	Birincil Öncelik	İkincil	Üçüncül	Telefon	Çocuk	Kadın	Yetişkin	Yaşlı	Hane	Yıkılan	Bilgi Alınan Vakit	Ek
Gaziantep	Nurdağı	Karaburçlu	61.03	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)		05438030244	50		50	100		9	12/02/23 15:36	çok üzgündü anket tamamlanamadı
Hatay	Altınözü	Tokaçlı	14.45	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)				750				12/02/23 15:34	"şeker tansiyon ilaçlarına erişilmiyor
hastane var fakat ihtiyaçlar karşılanamıyor "
Hatay	Altınözü	Sofular	10.21	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)					3000				12/02/23 15:29	"minare camileri yıkıldı 
okul hasarlı
şeker tansiyon ve felçli hastalar var hastane ve ilaca erişim yok"
Hatay	Altınözü	Tepehan	7.84	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)					6000			20	12/02/23 15:27	"hastane var fakat yeterli değil 
ağır hastalar sevk edildi
yardım geç geliyor sınırda olduğu için, yardımlar direkt köye gelmedi"
Hatay	Hassa	Zeytinoba	62.26	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Teknik yardım (Powerbank,el fen		18		182	350		25	12/02/23 14:22	çadır ve kuru gıda gerekli şeker çay patates soğan iç giyim çorap temizlik malzemeleri mum el feneri ihtiyaçları var. minare sallanıyor. tehlike arz ediyor.  kıyafet desteği gelmiş.
Hatay	Altınözü	Sivrikavak	22.17	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)					5000			20	12/02/23 15:23	"normalde 1000 nüfus şuan 6000
mezar taşı, tahta kalem ve boya istiyolar defin işlemleri için"
Hatay	Altınözü	Seferli	22.40	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)					1500				12/02/23 15:20	hasarlı binalar var
Hatay	Hassa	Yoluklar	70.06	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)			100		280	20		3	12/02/23 14:17	yardım ulaşıyor ama hala kuru gıda ve çadır ihtiyacı var.
Hatay	Altınözü	Oymaklı	17.54	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be	Barınma (Çadır, konteyner gibi)				3000			5	12/02/23 15:15	"hastaneye ulaşım var fakat dolu
çadır battaniye ihtiyaçları var"
Hatay	Hassa	Küreci	62.46					1000		2000	1000		400	12/02/23 14:13	çok acil çadır ve gıda ihtiyacı var. Henüz hiç çadır kurulmamış. enkaz altında kalan 35 kişi vefat etmiş
Hatay	Hassa	Koruhöyük	78.78	Barınma (Çadır, konteyner gibi)				50		187	13		7	12/02/23 13:09	çadıra ihtiyaç var. su ve gıda yardımı yapılmış. 1 kadın bebeği ile enkaz altında kalmış ama kurtarılmış
Hatay	Hassa	Gülkent	65.16		Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		270		746	10		1	12/02/23 13:06	çadıra ve kuru gıdaya ihtiyaç var.
Hatay	Hassa	Arpalıuşağı	68.03	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)			100		570	20		0	12/02/23 13:01	yollarda kar var. çadır ve kuru gıda gerekli. daha önce giysi ve su yardımı yapılmış
Hatay	Altınözü	Gözecik	24.28	Barınma (Çadır, konteyner gibi)	Hijyen ve sağlık( Ped, bebek be	Isınma (El sobası, battaniye)		80	75	150	50		0	11/02/23 22:40	yakıt az. 300 kişilik çadır gerekiyor. şu ana kadar çadır yardımı gelmedi!
Hatay	Altınözü	Boynuyoğun	16.63	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		2000	1500	3000	150		63	12/02/23 12:38	yakıt sıkıntısı var. 
Hatay	Antakya	Akhisar	12.39	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)			1000	2000	65			12/02/23 12:37	"binalar yıkılmamış ama hiçbirine girilmeyecek kadar hasarlı.
10, engelli birey var acil"
Hatay	Antakya	Barbaros	0.86	Kıyafet(Ayakkabı, çorap, iç çam			05325545677	10	14		14			12/02/23 12:35	"Mahallenin tamamı gitmiş 38 kişi muhtarın evinde kalıyor. Çok konuşamadı, sadece evdekilerin sayısını söyledi.
Mahallenin tamamı gitmiş 38 kişi muhtarın evinde kalıyor. Çok konuşamadı, sadece evdekilerin sayısını söyledi."
Hatay	Antakya	Bitiren	10.06	Barınma (Çadır, konteyner gibi)	Hijyen ve sağlık( Ped, bebek be	Gıda (ekmek,su,paketli gıda)								12/02/23 12:32	"Nüfusu bilmiyor başka köylerden çok insan gelmiş.
yaklaşık 100 bina hasarlı, 50 ağır hasarlı
1 kişi engelli ACİL taşımakta zorlanıyorlar. 
yakıt sıkıntısı var"
Hatay	Antakya	Derince	11.91	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05324648115			3000		350		12/02/23 12:31	"çadır ve gıda acil ihtiyaç hiç gitmemiş 
sadece 15 20 bina sağlam (top 350 bina vardı) kalanlar girilmez halde"
Hatay	Antakya	Gülderen	9.56	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)	05354166690			2000				12/02/23 12:28	Enkaz altında olduğu tahmin edilen kişi var ama sayı belli değil
Hatay	Antakya	Doğanköy	5.66	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be		05376131643			1200		300		12/02/23 12:26	yakıt sıkıntısı var. 
Hatay	Antakya	Bohşin	18.50	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)					8500				12/02/23 12:24	8500 toplam nüfus, ayrı ayrı bilmiyor
Hatay	Antakya	Alaattin	10.26	Barınma (Çadır, konteyner gibi)										12/02/23 12:19	
Hatay	İskenderun	Suçıkağı	39.93	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam	Barınma (Çadır, konteyner gibi)	05387803797							12/02/23 11:27	nüfus 1780, gelenlerle 2000 civarı. Hasrlı bina var. Ölen ve yaralı yok. Kronik hastalar ve engelli bireyler için görüşülmüş ilaçlar temin edilecek.
Hatay	İskenderun	Sarıselki	51.89	Hijyen ve sağlık( Ped, bebek be	Gıda (ekmek,su,paketli gıda)		05374312228							12/02/23 11:05	nüfus 3500 ama gelenlerle 8000 e yaklaştı.  elektrik var, su pazartesi tamir edilecek. limanda sahra hastanesi var
Malatya	Akçadağ	Harunuşağı	54.07	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05324264132					60	12	11/02/23 09:07	35 çadır insanlar için, 15 çadır hayvanlar için gerekli. hayvanların yemleri göçük altında kalmış. yem gerekiyor. yaralı hayvanlar var.
Malatya	Akçadağ	Keller	36.45	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05553708185					105		11/02/23 10:09	mahalle yolları kapalı. çoğu hasarlı yapıların. 20 çadıra ihtiyaç var.
Malatya	Akçadağ	Kayadibi	45.53	Isınma (El sobası, battaniye)	Isınma (El sobası, battaniye)		05362620044					110	50	11/02/23 09:43	
Malatya	Akçadağ	Kasımuşağı	45.64	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam	05309219095					50	4	11/02/23 09:49	tansiyon ilacı gerekli. evler hasarlı ihtiyaç önceliği giderilmeli.
Malatya	Akçadağ	Karapınar	24.17	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)		05323183144					350		11/02/23 09:40	evlerin çoğu hasarlı. çadır battaniye gerekli.
Malatya	Akçadağ	Kahyalı	45.34	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)		05377395113					90	0	11/02/23 09:31	çadır ve ısıtıcı gerekli. 30dan fazla telef olan küçükbaş var.
Malatya	Akçadağ	Kadıibrahim	34.22	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05379894712							11/02/23 10:03	insanlar ve hayvanlar için acil çadır gerekli. hayvanlar için yeme ihtiyaç var.
Malatya	Akçadağ	İkinciler	33.52	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)		05324882159					250	200	11/02/23 09:23	acilen çadır ve ısınacak malzeme gerekli. çocuklar hastalanmış. insanlar soğuktan ölecek. hayvanlar büyükbaş küçükbaş göçük altında kalmış.
Malatya	Akçadağ	Ilıcak	27.72				05342933808					500	0	11/02/23 09:19	
Malatya	Akçadağ	Hartut(Kozalak)	37.20	Barınma (Çadır, konteyner gibi)			05358876118					150		11/02/23 08:59	yıkılan bina sayısı tam olarak bilinmiyor. çoğu hasarlı. acil çadır gerekli. insanlar ve hayvanlar için. hayvanlar dışarıda kalmış. donarak ölme durumu var.
Malatya	Akçadağ	Hançerli	39.42	Barınma (Çadır, konteyner gibi)	Kıyafet(Ayakkabı, çorap, iç çam		05365205968					70		11/02/23 10:12	su elektrik sıkıntısı var. çadır kıyafet gerekli. evlerin çoğu yıkılmış.
Malatya	Akçadağ	Gürkaynak	44.17	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05363628761					100	60	11/02/23 08:50	su yok. ahırlar yıkılmış. insanlar ve hayvanlar için çadır gerekli. ara yollar kapalı
Malatya	Akçadağ	Güneşli	49.08	Gıda (ekmek,su,paketli gıda)			05352014871					40	15	11/02/23 08:34	
Hatay	Samandağ	Yeşilyazı	17.49	Barınma (Çadır, konteyner gibi)			05333827321	20	100	200	100			11/02/23 22:09	"evlerin %30u hasarlı 
çadır ihtiyacı var"
Hatay	Samandağ	Yeşilköy	14.74	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be	05346754848	300	1700	3500	3			11/02/23 22:03	binaların %75i hasarlı
Hatay	Samandağ	Sutaşı	19.62	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05364398665	600	3310	7000	750		150	11/02/23 22:01	çadır ihtiyacı var
Hatay	Samandağ	Yeniköy	15.95	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05358561267	40	200	400	50			11/02/23 21:59	
Hatay	Samandağ	Mızraklı	16.46	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05327463105	1000	2700	6500	1000			11/02/23 21:56	
Hatay	Samandağ	Mağaracık	21.79				05327463105	750	1200	2400	500		15	11/02/23 21:55	"binaların %65i hasarlı
ihtiyaç yok "
Malatya	Akçadağ	Gölpınar	25.57	Barınma (Çadır, konteyner gibi)			05332177948					350	70	11/02/23 08:45	yapıların çoğu hasarlı
Hatay	Samandağ	Uzunbağ	12.86	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05383387400	750	1400	2800	750		3	11/02/23 21:53	binaların %85 i hasarlı
Malatya	Akçadağ	Fatih	31.54	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05343210130					36	1	11/02/23 08:37	evlerin hepsi hasarlı
Hatay	Samandağ	Kuşalanı	17.84	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05356504888	750	1400	2800	750		20	11/02/23 21:40	binaların %50si hasarlı acil çadır ve gıda gerekli
Malatya	Akçadağ	Esenli	26.55	Barınma (Çadır, konteyner gibi)			05377803406					140	20	11/02/23 08:30	çadır ve hayvanlar için yem gerekli
Malatya	Akçadağ	Esenbey	50.42	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Isınma (El sobası, battaniye)	05366103619					300	30	11/02/23 08:23	ahırlar yıkıldı. hayvanlar ve insanlar için çadır gerekli.
Malatya	Akçadağ	Eğin	27.08	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05367428279					120	5	11/02/23 08:19	evlere girilemiyor. çadır ve gıda gerekli.
Kahramanmaraş	Dulkadiroğlu	Ulutaş	25.88	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam	05325641852	200		800		500	15	11/02/23 21:37	"yakıt ve çadır sıkıntısı var
evlerin büyük kısmı hasarlı"
Kahramanmaraş	Dulkadiroğlu	Tevekkelli	38.77	Barınma (Çadır, konteyner gibi)	Hijyen ve sağlık( Ped, bebek be	Gıda (ekmek,su,paketli gıda)		100	300	500		350		11/02/23 21:34	"Toplam 350 hane çoğunlukla yıkılmış yıkılmayanlarda hasarlı
Çadır acil ihtiyaç"
Hatay	İskenderun	Kavaklıoluk	49.60	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be		05322311699							11/02/23 21:28	nüfus 345 ama şu an 1000 kişiyi bulmuş.  elektrik su var. eczane açık. küçükbaş 200, büyükbaş tane var yem gerekli
Kahramanmaraş	Dulkadiroğlu	Söğütlü	46.11	Barınma (Çadır, konteyner gibi)			05379460303	15	50	80		150		11/02/23 21:30	"Toplam 150 hanenin çoğunluğu yıkılmış durumda çadır ihtiyacı bulunuyor
bankamatikler çalışmıyor, nakit ihtiyacı bulunuyor
"
Kahramanmaraş	Dulkadiroğlu	Sivricehüyük	42.53	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)			20		240	150	120		11/02/23 21:28	"Diyalize giren hastalar var
1 kişi kayıp"
Hatay	İskenderun	Kaledibi	52.26	Barınma (Çadır, konteyner gibi)			05436218376							11/02/23 21:26	nüfus 400 civarı. hasarlı ve yıkılan bina var. ölen ve yaralı yok. bez mama ihtiyacı biraz karşılanmış. 10 adet çadır gerekli
Kahramanmaraş	Dulkadiroğlu	Şerefoğlu	36.01	Barınma (Çadır, konteyner gibi)				70	300	600	100	315	30	11/02/23 21:25	"Elektrik yok, şebeke suyu yok, telefonlar çekmiyor (görüşme yarım kaldı) 
çadır ihtiyacı var evlerin tamamı hasarlı"
Hatay	İskenderun	Karayılan	56.22				05325489585							11/02/23 21:22	10000 nüfus. hasarlı bina var yaralı ve ölen yok. Demir çelik içinde, müdürü yardım ediyor. elektrik su var. 20 çadır geldi. bez ve mama geliyor ama çabuk bitiyor.
Kahramanmaraş	Dulkadiroğlu	Sarıkaya	24.33	Barınma (Çadır, konteyner gibi)			05379869383			1000				11/02/23 21:24	"Toplam kişi 1000 kişiyi geçti, şehirden göç başlamış deprem dolayısıyla
cami minaresi tehlikeli, evlere giremiyorlar
çadır ihtiyacı var "
Kahramanmaraş	Dulkadiroğlu	Peynirdere	31.13	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)			250	500	1000	50	300	40	11/02/23 21:21	Telefonlar çekmiyor (bu sebepten görüşme yarım kaldı)
Hatay	İskenderun	Denizciler	48.57	Barınma (Çadır, konteyner gibi)	Hijyen ve sağlık( Ped, bebek be	Gıda (ekmek,su,paketli gıda)	05374592016						0	11/02/23 21:19	30000 nüfus, 50 yaş altı nüfus çok.hayvancılık yok
Kahramanmaraş	Dulkadiroğlu	Osmanbey	31.33	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)			400	600	700	30	200	15	11/02/23 21:14	"Hasar tespit çalışmasının yapılması gereklidir.
6-7 kişi kayıp"
Hatay	İskenderun	Cebike	38.91	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be	05387803797							11/02/23 21:15	3500 nüfus, hafif yaralanmalar var. Su ve elektrik var, yol açık. küçükbaş 1000 büyükbaş 10 civarı
Hatay	İskenderun	Çinarli	47.37				05374592016							11/02/23 21:14	YARDIM GELİYORMUŞ İHTİYAÇ YOK
Kahramanmaraş	Dulkadi̇roğlu	Kuzucak	39.77	Barınma (Çadır, konteyner gibi)				70		400	100	250	200	11/02/23 21:11	binaların çoğu yıkılmış kalanlar hasarlı
Hatay	İskenderun	Cirtiman	35.81	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)									11/02/23 21:10	DIŞARDAN GELENLERLE NÜFUS 8000. HASARLI BİNALARIN SAYISI VERİLMEDİ. 15-20 VEFAT VAR.5-6 KİŞİ YARALI VE İSKENDERUNA GÖNDERİLMİŞ. 2000-3000 ARASI HAYVAN VAR.
Kahramanmaraş	Dulkadi̇roğlu	Küçüknacar	35.15	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam		150	300	650	40	340	17	11/02/23 21:05	çadır ihtiyacı var
Hatay	İskenderun	Büyükdere	38.39	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		02222396768							11/02/23 21:02	1500-2000 NÜFUS VAR, 15 AİLE KÖYE GELMİŞ. ELEKTRİK SU VAR, GIDA VE ÇADIR GEREKLİ
Malatya	Akçadağ	Dümüklü	41.31	Barınma (Çadır, konteyner gibi)								70	4	14/02/23 09:16	GÜNCEL EKSİK: çadır. yollar bugün açılmış. su dışarıdan alınıyor. su bulanık. ilaçlara erişim zaman zaman sıkıntılı///// yollar açılmamış. evlerin hepsi hasarlı.
Hatay	Kirikhan	Karaçağil	46.40	Barınma (Çadır, konteyner gibi)	Tıbbi yardım malzemeleri	Gıda (ekmek,su,paketli gıda)		70			80	220	30	11/02/23 19:44	Erzak ve ilaç önemli. Yaşlılar için bez gerekli.
Hatay	Dörtyol	Kuzuculu	74.80									5000		13/02/23 17:17	GÜNCEL: ihtiyaç yok
Hatay	Dörtyol	Konaklı	70.67							1100				13/02/23 17:22	GÜNCEL: ihtiyaç yok
Kahramanmaraş	Oni̇ki̇şubat	Kurucaova	29.66	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05369215640	900	350	700	20		30	11/02/23 19:27	"ENKAZ ALTINDA BİR KİŞİ
Hayvan çok fazla yem ihtiyacı acil"
Kahramanmaraş	Oni̇ki̇şubat	Kürtül	17.99	Barınma (Çadır, konteyner gibi)			05385120087	1500	2500	5000	300		15	11/02/23 19:24	"ENKAZ ALTINDA 1 KİŞİ VAR 
mazot sorunu var "
Kahramanmaraş	Oni̇ki̇şubat	Kümperli̇	41.38	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)			210	120	290	60		6	11/02/23 19:17	
Kahramanmaraş	Oni̇ki̇şubat	Kurtlar	27.14	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	05374995980	60	300	500			7	11/02/23 19:14	çadır ihtiyacı var
Hatay	Reyhanlı	Varışlı	21.95	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)									12/02/23 14:30	GÜNCEL EKSİK: ACİLEN ÇADIR, SU, KURU GIDA İHTİYACI VAR    /////   ÇADIR, TEMEL GIDA, SU İHTİYAÇLARI VAR
Hatay	Reyhanlı	Terzihöyük	24.53	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be								11/02/23 18:07	ÇADIR, GIDA, ÇOCUK BEZİ, ÇOCUK MAMASI İHTİYACI VAR
Hatay	Reyhanlı	Özkurtuluş	22.00	Barınma (Çadır, konteyner gibi)			05322443621							11/02/23 18:01	SADECE ÇADIR İSTEDİLER
Hatay	Reyhanlı	Nergizli	22.53	Hijyen ve sağlık( Ped, bebek be	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	05383410906							12/02/23 15:00	GÜNCEL EKSİK: su sıkıntısı var. çadır çocuk bezi gerekli.    //// KİMSE GİTMEMİŞ. ÇOCUK BEZİ ,GIDA, ÇADIR, SU İHTİYACI VAR
Hatay	Reyhanlı	Konuk	25.82	Hijyen ve sağlık( Ped, bebek be	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	05383410906							12/02/23 13:45	GÜNCEL EKSİK: sadece su yardımı gitmiş diğer ihtiyaçlar aynen devam ediyor.  ACİL İHTİYAÇLAR: ÇOCUK BEZİ , GIDA, ÇADIR
Malatya	Akçadağ	Durulova	42.85	Barınma (Çadır, konteyner gibi)			05353604965						4	11/02/23 08:08	ahırlar yıkılmış. hayvanlar başka yerler götürülmüş. çok dar alanda çok fazla hayvan var. hayvanlar için çadır gerekli.
Malatya	Akçadağ	Durulova	42.85	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)							120	15	14/02/23 09:31	GÜNCEL EKSİK: çadır, gıda. güncel nüfus 70-80.   ////// 50 ev içine girilemeyecek durumda. ağıllar yıkılmış hayvanlar için de çadır lazım.
Gaziantep	Nurdağı	İncegedik	54.67	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05308720054							11/02/23 16:15	Kuru Gıda, Çadır (Yardım kamyonunda malzeme yok, ihtiyaçlar karşılanamadı.)
Malatya	Akçadağ	Doğantepe	51.44	Gıda (ekmek,su,paketli gıda)								68	5	14/02/23 09:06	GÜNCEL EKSİK: gıda, kuru gıda /////  evlerin hepsi hasarlı. gıda gerekli
Gaziantep	Nurdağı	Hamidiye	45.17	Barınma (Çadır, konteyner gibi)			05325687577	250		1000		135	0	11/02/23 17:36	50 ADET ÇADIR.
Malatya	Akçadağ	Doğanlar	30.41	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)						350	70	14/02/23 08:30	GÜNCEL EKSİK: çadır, kuru gıda.şu anki nüfus 600-700. hastaneler dolu. ilaç bulamıyorlar.    /////  su yok. bütün insanlar ve hayvanlar dışarıda. evlerin hepsi hasarlı. ahırlar yıkılmış. çadır, ısınma ve gıda desteği gerekli
Malatya	Akçadağ	Develi	36.05	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)							160	1	14/02/23 07:56	GÜNCEL EKSİK: kömür ve temizlik ürünleri. İlerleyen günlerde market açılmazsa gıda, temizlik ürünler, kömür gerekli.    ///// çadır ihtiyaçları var. normalde yazları yaşayan var ama şu an her evde 5-6 aile yaşıyormuş Şu an yaşayan 2000 kişi olmuş.
Malatya	Akçadağ	Demirciler	49.02	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05396879076					30	6	10/02/23 02:55	evlerin neredeyse hepsi hasarlı. elektrik yok
Malatya	Akçadağ	Dedeköy	31.18	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)					150		200	25	14/02/23 07:12	GÜNCEL EKSİK: çadır, ısıtıcı, kuru gıda    /////   şu anki nüfus 150, önceden 500. su elektrik yok ısıtıcı soba çadır gerekli
Kahramanmaraş	Oni̇ki̇şubat	Kumaşir	24.34	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam	05373170023	300	200	400	30			11/02/23 17:25	yakın hastaneler var sıkıntı yok
Kahramanmaraş	Oni̇ki̇şubat	Kumarli	27.87	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be		05369215640	450		220	20			11/02/23 17:23	45 çadır ihtiyaç
Gaziantep	Nurdağı	Gökçedere	60.58	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)		05067511264	100		150	450	210	30	11/02/23 17:20	SÜREKLİ ÇOCUK KIYAFETİ GÖNDERMEYİN!!! edit:Çadır(20-25 adet), Soba, Odun, Kömür, Çocuklar için ateş düşürücü ilaç
Malatya	Doğanşehir	Polat	45.97	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Kıyafet(Ayakkabı, çorap, iç çam	05423615994	200	175	350	200		400	12/02/23 14:07	GUNCEL EKSİK: Çadır, kömür,soba ////elektrik yok. yakıt sıkıntısı var. çok fazla telef olan hayvan var. iç giyim gerekli.
Kahramanmaraş	Oni̇ki̇şubat	Kozcağiz	11.00	Barınma (Çadır, konteyner gibi)				50	120	250	50		3	11/02/23 17:20	
Kahramanmaraş	Onikişubat		38.13	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be	05327372515	50		650	300			11/02/23 17:18	muhtar araçla destek oluyormuş
Malatya	Doğanşehir	Kelhalil	40.77	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05389585600	120	150	300	50		3	11/02/23 17:13	elektrik su yok. evlerin çoğu hasarlı, çadır gerekli acil, telef olan hayvan sayısı fazla. yollar hasarlı
Kahramanmaraş	Oni̇ki̇şubat	Köşürge	25.10				05328956165	60	50	100	60			11/02/23 17:16	kendi araçları ile idare ediyolar
Hatay	Dörtyol	Yeni̇yurt	75.89	Hijyen ve sağlık( Ped, bebek be	Isınma (El sobası, battaniye)	Kıyafet(Ayakkabı, çorap, iç çam	05308297656			4000				11/02/23 17:12	Dışarıdan gelenlerle nüfus 6-7 bin
Malatya	Doğanşehir	Örencik	66.34	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05324944719	150	250	500	80		80	12/02/23 14:05	hasarlı yollar var. yakıt sıkıntısı var. hayvanlaGUNCEL EKSİK: Çadır //// barınma alanı çadır gerekli.
Hatay	Dörtyol	Çatköy	80.73							368		130		11/02/23 17:11	bir ihtiyaçları olmadığı söylendi
Hatay	Dörtyol	Kapili	76.22				05448153158							11/02/23 17:08	en iyi durumda olan köylerden biri
Malatya	Doğanşehir	Kurucaova	44.39	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Diğer	05068322735	600	1200	2400	500		120	12/02/23 14:01	GUNCEL EKSİK: YOK
Malatya	Doğanşehir	Kapıdere	70.60	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)		04225311212	90	170	350	40		20	11/02/23 16:55	su sıkıntısı var. hasarlı yollar fazla. yakıt sıkıntısı var araçlar için. 
Hatay	Samandağ	Mızraklı	16.46	Barınma (Çadır, konteyner gibi)	Hijyen ve sağlık( Ped, bebek be	Tıbbi yardım malzemeleri	05327463105							09/02/23 19:03	
Malatya	Doğanşehir	Kadılı	58.29	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be	05369456008	100	200	400	50		50	12/02/23 13:57	GUNCEL EKSİK: Çadır, jeneratör, kuru gıda, yem ////su yok araç sıkıntısı yok yakıt sıkıntısı var hasarlı yollar var
Malatya	Doğanşehir	Hudut	53.99	Barınma (Çadır, konteyner gibi)	Teknik yardım (Powerbank,el fen	Gıda (ekmek,su,paketli gıda)	05382710281	30	35	70	15		3	12/02/23 13:55	GUNCEL EKSİK: Çadır, jeneratör ////yakıt sıkıntısı var. elektrik yok jeneratör gerekli acil. çadır acil. fener mum gerekli
Hayat	Ezri̇n	Yukariburnaz	83.04					100		500			0	13/02/23 15:58	GUNCEL EKSIK: YOK
Gaziantep	Nurdağı	Bademli	59.07	Barınma (Çadır, konteyner gibi)			05413792545	150		350		400	25	11/02/23 16:03	
Hatay	Arsuz	Hatay Arsuz İlçesi Haymaseki	31.28	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be	05395847712	300	1300	2000	200	2500	10	11/02/23 15:57	yardım gelmiş fakat hala ihtiyaç var gıda ve çadır.
Hatay	Arsuz	Hatay  Arsuz Ilçesi Çetillik	32.20	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be	05353094967	1000	2000	2200	1300	4500	75	11/02/23 15:51	Yollar açık, kıyafet yardımı yapılmış. Çadır ve gıda yardımı lazım.
