İl,İlçe,Köy,Merkeze uzaklık (km),Birincil Öncelik,İkincil,Üçüncül,Telefon,Çocuk,Kadın,Yetişkin,Yaşlı,Hane,Yıkılan,Bilgi Alınan Vakit,Ek
Osmaniye,Düziçi,Karşıyaka,25.38,"Barınma (Çadır, konteyner gibi)",,,,,,,,,0,1676289480000,"sosyal yardımlaşma vakfından isteklerini temin ediyorlar. ihtiyaçlar genel olarak karşılanıyor. genellikle memurlar, askerler polisler var. insanların cenazeleri var. diğer illerden gelen insanlar müstakil kiralık ev çadır sıkıntısı var. yarın itibariyle birçok iş yerlerimiz açık. muhtarın kanaatince çok bir sıkıntı yok diğer illere göre "
Osmaniye,Düziçi,Karkın,27.41,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Hijyen ve sağlık( Ped, bebek be",,300,216,,85,4000,0,15/02/23 17:30,"GÜNCEL EKSİK: ısınma ihtiyacı var. 30 çadır gerekli. nüfus çok artmış.      //////   kısmen hastaneye erişim var. patlamanın etkisiyle kapandı yol tek araçlık açıldı. yollar hep patladı, hava şartlarından dolayı buzul ve kayıyor. misafir olarak gelenlerin kıyafetleri yok, yetersiz. battaniye vs. yetersiz."
Osmaniye,Düziçi,Karlıca,27.41,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,30,30,,22,,0,1676286300000,
Hatay,Kırıkhan,Saylak,51.67,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",Diğer,,50,,,,,,1676268780000,Çadır aciliyeti var
Hatay,Kırıkhan,Özsoğuksu,32.10,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,100,,500,100,,60,1676268600000,Araç için yakıt sıkıntısı var 
Hatay,Kırıkhan,Özkızılkaya,38.44,"Barınma (Çadır, konteyner gibi)",Diğer,,,,,,,,0,1676268420000,Araçlar için yakıt sıkıntısı var. Aciliyette ilaca ihtiyaç var
Hatay,Kırıkhan,Narlıhöbür,57.66,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,,,,,,,4,1676268000000,Yaklaşık 200 kişi nüfus fakat 700'e yaklaşmış. Hasar çok olmadığı söylendi. Koordinasyon konusunda kopukluklar ve çok fazla kıyafet yardımı gelmiş. Kuru gıda ihtiyacı şu an yok ama ileride ihtiyaç duyulacak.
Hatay,Kırıkhan,Muratpaşa,40.82,"Barınma (Çadır, konteyner gibi)",,,,,,,,,0,1676267460000,"Şehirden köye gelen çok var. Nüfus 300 iken dışarıdan 1500 kişi gelmiş. Römorkların içinde kalanlar var, çadır gerekli. Hasarlı birkaç bina var. "
Hatay,Kırıkhan,Kurtlusoğuksu,34.05,"Barınma (Çadır, konteyner gibi)",,,,,,,,600,25,1676267220000,"İnsanlar evlerine giremiyor ve bireysel çadır isteniyor. 600 küsur hane ve yaklaşık 2000 nüfus var, detaylı bilinmiyor. Binaların %70'i hasarlı. Telef olan birkaç küçükbaş hayvan var"
Hatay,Kırıkhan,Mahmutlu,38.04,"Barınma (Çadır, konteyner gibi)",,,05323119267,60,,600,15,,5,1676267040000,
Hatay,Kırıkhan,Kodallı,43.82,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,,,,30,1676266800000,"3000 nüfusa sahip olduğunu söylendi fakat detaylı bilinmiyor. Gıdaların zamana yayılarak ihtiyaca göre dağıtılması ve gıda paketlerinin koli halinde olması, su kesintisinin giderilmesi gerekliliği söylendi "
Hatay,Kırıkhan,Karamağara,43.91,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",,50,,400,50,,20,1676266380000,Acil olan çadır ihtiyacı 
Gaziantep,Nurdağı,Demirler,39.89,,,,05330346935,,,,,,,1676208060000,GUNCEL EKSIK: Elektrik yok
Gaziantep,Nurdağı,İncirli,43.79,,,,05356235605,,,,,,,1676207280000,GUNCEL EKSIK: YOK
Hatay,Kırıkhan,Karaelmaslı,48.67,"Barınma (Çadır, konteyner gibi)",,,,25,150,300,30,,40,1676240760000,"Acil çadır ihtiyacı var, gıda ihtiyacı yok. Engelli bireyler için doktor gelmiş ve ilaçlarını yazmış, engel durumları kaydedilemedi."
Malatya,Yeşilyurt,Kendirli,9.14,,,,05305009629,,,,,,,1676213940000,"GUNCEL EKSIK: Çadır, Gıda ve Isınma Malzemesi"
Malatya,Yeşilyurt,Karahan,17.54,,,,05353858827,,,,,,,1676213700000,GUNCEL EKSIK :Çadır ve Gıda Malzemesi
Malatya,Yeşilyurt,Atalar,19.60,,,,,,,,,,,1676218920000,GUNCEL EKSIK: acil ihtiyaç yok
Malatya,Yeşilyurt,Aşağıköy,38.10,,,,,,,,,,,1676218680000,"GUNCEL EKSIK: Çadır, Isıtıcı"
Malatya,Yeşilyurt,Aşağıbağlar,2.66,,,,05305009625,,,,,,,1676211720000,"GUNCEL EKSIK: (ACİL) Gıda, Su, Isınma, Barınma ve İlaç"
Malatya,Yeşilyurt,Tepeköy,12.95,,,,05334159172,,,,,,,15/02/23 15:30,"GÜNCEL EKSİK: HALA ACİL  HİÇ İÇME SUYU YOK, KURU GIDA YOK, BİR TANE YARDIM GİTMEMİŞ     //////   Su(Acil), Gıda, Isınma, Temizlik Malzemesi"
Malatya,Akçadağ,Yukarıörükcü,26.95,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05357934977,,,,,160,,1676232180000,400-500 kişi yaşıyor.
Malatya,Akçadağ,Yaylımlı,35.45,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05377619516,,,,,,10,1676232000000,nüfus 350 ama 1000 kişi olmuş
Malatya,Akçadağ,Yalınkaya,37.40,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,05343210130,,,,,120,35,1676460600000,GÜNCEL EKSİK: ısınmayla ilgili ihtiyaçlar var.      //////   Çadır gıda malzemesi (Durumu Acil 3 Hasta Bulunmaktadır)////10-15 aile yaşıyor
Malatya,Akçadağ,Yalınbudak,31.15,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,05343210130,,,,,6,3,1676231760000,
Malatya,Akçadağ,Yağmurlu,22.23,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05377754292,,,,,450,15,1676231580000,2500-3000 kişi yaşıyor.yardım gelmiş
Kahramanmaraş,Onikişubat,Muratlı,42.54,,,,05368138052,,,,,,,1676231520000,İstanbuldan yardım gitmiş hiçbir şeye ihtiyaçları yok teşekkür ediyolar
Malatya,Akçadağ,Tataruşağı,42.23,"Gıda (ekmek,su,paketli gıda)","Gıda (ekmek,su,paketli gıda)",,05355751978,,,,,150,3,1676231340000,50 aile yaşıyor
Kahramanmaraş,Onikişubat,Öztürk,42.69,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Hijyen ve sağlık( Ped, bebek be",05373906698,,,,40,,,1676231340000,Muhtar herkes yardım soruyor fakat gelmiyo diyor 
Malatya,Akçadağ,Taşolar,49.62,"Barınma (Çadır, konteyner gibi)",,,05369760677,,,,,100,20,1676231220000,200 kişi yaşıyor. tek kişilk 15 çadır gerekli
Kahramanmaraş,Onikişubat,Payamlı,23.23,"Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",,05342655812,20,80,50,25,,15,1676231160000,
Malatya,Akçadağ,Şeyler,19.42,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Hijyen ve sağlık( Ped, bebek be",05303464634,,,,,,2,1676231040000,normalde 725 kişi şu an 4000-5000 kişi. yardım gelmiş ama yetersiz
Hatay,Belen,Şenbük,27.10,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,,500,,,,,7,1676231040000,KÜÇÜKBAŞ BÜYÜKBAŞ HAYVANLAR İÇİN YEM İHTİYACI GEREKİYOR. TEMİN EDEBİLECEKLERİ ALANLAR KAPALI OLDUĞU İÇİN TEMİN EDİLEMİYOR. (ACİL)
Malatya,Akçadağ,Sarıhacı,38.77,"Isınma (El sobası, battaniye)","Barınma (Çadır, konteyner gibi)",,05358565024,,,,,295,2,1676460600000,"GÜNCEL EKSİK: kömür, yakıt      //////   250 kişi var. binaların %80'i hasarlı. yardım gelmiş.ısıtıcı battaniye, 2-3 tane konteynır acil ihtiyaç"
Hatay,Belen,Şekere Karapelit,37.90,"Hijyen ve sağlık( Ped, bebek be","Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",05542946195,300,,,,,5,1676230860000,DEPREMDEN SONRAKİ GENEL NÜFUS: 7000
Hatay,Belen,Ötençay,25.83,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,,3500,,,,1676230740000,"YARDIMLAR YANLIŞ YÖNLENDİRİLMİŞ. BİRİNCİL İHTİYAÇLARI ÇADIR, KURU GIDA VE TÜP."
Hatay,Belen,Müftüler,33.17,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,30,,750,,,,1676230560000,
Hatay,Belen,Kömürçukuru,25.37,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,100,,700,,,47,1676230380000,"YÜRÜME ENGELLİ BİREY AKÜLÜ TEKERLEKLİ SANDALYESİNDE SIKINTI OLDUĞU İÇİN TEMEL İHTİYAÇLARINI KARŞILAMA ZORLUK ÇEKMEKTEDİR.
BİLGİLERİ:SAMET YUTMAZ -21 YAŞINDA 
"
Hatay,Belen,Kıcı,32.59,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,950,,300,,1676230260000,ÖNCELİKLİ OLARAK ÇADIRA İHTİYAÇ VAR.
Hatay,Belen,Çerçikaya,24.85,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,,,,,,1676230200000,YOLLARDA BOZULMALAR MEVCUT. 
Malatya,Akçadağ,Sakalıuzun,40.13,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05355782643,,,,,21,4,1676229600000,"55 kişi yaşıyordu, il dışına gidenler oldu 12 kişi kaldı."
Malatya,Yazıhan,Tecirli,17.46,,,,05356226295,,,,,,,1676225820000,"GUNCEL EKSIK: Çadır, elektrikli ısıtıcı, battaniye"
Hatay,Belen,Çakallı,30.13,"Gıda (ekmek,su,paketli gıda)",,,,,,350,,70,10,1676229840000, 5 TANE KONTEYNER EV BÖLGE YÜKSEK DAĞLIK ALANDA ( RÜZGAR ALAN BİR BÖLGE) OLDUĞU İÇİN ÇADIR YETERLİ GELMEMEKTEDİR.
Hatay,Belen,Benlidere,27.48,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,,,,,1676229660000,"DEPREMDEN SONRA GENEL NÜFUS: 1000
ÖNCELİKLİ İHYAÇLARI ÇADIR. MERKEZ BÖLGELERDEN KÖYLERE GELİNDİĞİ İÇİN NÜFUSTA ARTIŞ YAŞANMAKTADIR.
"
Hatay,Belen,Atik,34.54,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,,,,,,,2,1676229480000,yakacak ve çadır acil ihtiyaç
Malatya,Akçadağ,Sahilköy,27.53,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",05362427097,,,,,90,9,1676228940000,500 kişi yaşıyor
Malatya,Akçadağ,Resuluşağı,33.67,,,,05436464551,,,,,200,,1676228760000,"100-150 kişi yaşıyor. 20-30 ev girilemez halde. çadır gelmiş, afad gelmiş."
Malatya,Akçadağ,Ören,35.86,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Hijyen ve sağlık( Ped, bebek be",05378523035,,,,,850,,1676228520000,"2000 nüfus, evlerin %90'ı yıkılmış. elektrik ve su  yok. telef olan hayvanlar var ama sayısı bilinmiyor. yardım gelmiş."
Malatya,Akçadağ,Ortaköy,44.70,"Gıda (ekmek,su,paketli gıda)","Gıda (ekmek,su,paketli gıda)",,05375405179,,,,,140,10,1676219520000,nüfus 150
Hatay,Reyhanlı,Uzunkavak,31.61,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05327784302,,,,,,,1675975920000,25-30 KİŞİ ENKAZ ALTINDA.
Hatay,Reyhanlı,Uzunkavak,31.61,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",05327784302,,,,,,,1676210400000,"GÜNCEL EKSİK: ACİLEN ÇADIR, SU, JENARATÖR İHTİYACI VAR. SU DEPOLARI VE GÜNEŞ ENERJİLERİ YIKILMIŞ"
Malatya,Doğandemir,Sürgü,48.09,,,,,,,,,,,1676212200000,GUNCEL EKSİK: kuru temel gıda
Malatya,Doğandemir,Küçüklü,67.05,,,,05377301198,,,,,,,1676210580000,GUNCEL EKSİK: YOK
Malatya,Doğanşehir,Karaterzi,40.24,,,,05373889473,,,,,,,1676210340000,GUNCEL EKSİK: 40 Çadır acil kuru gıda
Malatya,Doğanşehir,Çavuşlu,51.44,,,,05453191893,,,,,,,1676207220000,"GUNCEL EKSİK: kuru gıda, hijyen,bataniye, ısışkalndırma, power bank"
Malatya,Akçadağ,Büyükçimiş,33.21,,,,05068191863,,,,,,,1676201280000,"GUNCEL EKSİK: Çadır, kuru gıda"
Hatay,Samandağ,Koyunoğlu,16.76,,,,05374833231,1500,,2500,2000,,100,1676220480000,
Hatay,Samandağ,Kapısuyu,21.46,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05382916634,,,1700,300,,6,1676220300000," Su yok ama yapmaya çalışıyorlar. Yardım ulaşmış, ama hala kuru gıda, çadır ve mazota ihtiyaçları var. 
"
Malatya,Akçadağ,Bekiruşağı,52.82,,,,05327369530,,,,,,,1676200980000,GUNCEL EKSİK: YOK
Hatay,Samandağ,Huzurlu,10.53,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05367711263,600,,1100,300,,,1676220180000,çadıra ihtiyaç var
Hatay,Samandağ,Fidanlı,13.76,"Gıda (ekmek,su,paketli gıda)",,,05322656033,300,,700,20,,2,1676220060000,hasarlı bina tespiti yapılıyor.
Malatya,Akçadağ,Bahri,22.10,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,,5000,,1000,500,1676358300000,"GÜNCEL EKSİK: yağ, şeker, kuru gıda, çay, un, çadır    //////  hastaneye erişim var ama hastanede yer yok. araç sıkıntısı yok ama yollar kalabalık. az önce hayvan yemi yardımı için tır geldi. şu an nüfus 5000, önceden 2500."
Hatay,Samandağ,Değirmenbaşı,12.87,,,,05355451418,1600,,1800,1600,,6,1676219940000,
Hatay,Samandağ,Çubukçu,11.41,"Gıda (ekmek,su,paketli gıda)",,,05364691072,150,20,550,,,,1676219760000,"minareleri sallanıyor, yıkılmak üzere acil yardım istiyorlar"
Malatya,Akçadağ,Aydınlar,21.14,,,,,,,600,,,7,1676356620000,"GÜNCEL EKSİK: Çadır, temel kuru gıda"
Malatya,Akçadağ,Aksüt,48.09,,,,04224251044,,,,,,,1676199180000,GUNCEL EKSİK: Tüp
Adıyaman,Çelikhan,Mutlu,29.68,,,,,100,50,100,30,,55,1676219340000,acil
Adıyaman,Çelikhan,Köseuşağı,29.48,"Barınma (Çadır, konteyner gibi)","Teknik yardım (Powerbank,el fen","Gıda (ekmek,su,paketli gıda)",,40,90,160,30,,10,1676219100000,"yakıt, benzin ihtiyacı var."
Adıyaman,Çelikhan,Kalecik,37.08,,,,,0,4,11,4,,0,1676218860000,
Hatay,Smandağ,Büyükoba,18.91,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,05355763386,80,,300,50,,,1676218500000,"minare sallanıyor, yıkılmak üzere acil yardım istiyorlar.
yardım az ulaşmış 
"
Hatay,Samandağ,Ataköy,10.43,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05383387400,,,2000,,40,,1676217840000,yardım az ulaşmış çadır ve gıda ihtiyaçları var
Hatay,Samandağı,Arpalıuşağı,68.11,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05372779341,100,,570,20,,,1676217660000," Elektrik bugün gelecekmiş. 20 cm kar var. Çadıra ve kuru gıdaya ihtiyaç var. Daha önce giysi ve su yardımı yapılmış.""
"
Malatya,Doğanşehir,Yuvalı,36.94,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05362902771,,,,,,,1676210640000,"GUNCEL EKSIK: Çadır temel gıda kuru gıda tüp ////protezli, dikişi alınması gereken bir hasta var"
Malatya,Doğanşehir,Yolkoru,46.38,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05395070634,,,,,,,1676212500000,GUNCEL EKSİK :Çadır temel gıda kuru gıda
Malatya,Doğanşehir,Şatırobası,43.06,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",05353688160,,,,,,,1676216880000,TÜP 
Malatya,Doğanşehir,Suçatı,33.87,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05323037852,,,,,,,1676211900000,GUNCEL EKSİK: Çadır
Malatya,Doğanşehir,Savaklı,49.40,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)","Barınma (Çadır, konteyner gibi)",05362870980,,,,,,,1676210520000,GUNCEL EKSİK: 30 Çadır ve hayvan yemi ////Abuzer Kaya- beyninde tümör varmuhtar notu: gıdalar paketli olmalı eşit dağıtım için
Malatya,Doğanşehir,Reşadiye,48.56,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,05302629698,,,,,,,1676211300000,GUNCEL EKSİK: Çadır
Malatya,Doğanşehir,Polatderesi,39.79,"Barınma (Çadır, konteyner gibi)","Barınma (Çadır, konteyner gibi)","Barınma (Çadır, konteyner gibi)",05452494899,,,,,,,1676211060000,GUNCEL EKSİK: Çadır ////barınma acil ihtiyaç çok fazla kapalı yol var
Gaziantep,Nurdağı,Karaburçlu,61.03,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,05438030244,50,,50,100,,9,1676216160000,çok üzgündü anket tamamlanamadı
Hatay,Altınözü,Tokaçlı,14.45,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,,,750,,,,1676216040000,"şeker tansiyon ilaçlarına erişilmiyor
hastane var fakat ihtiyaçlar karşılanamıyor "
Hatay,Altınözü,Sofular,10.21,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,3000,,,,1676215740000,"minare camileri yıkıldı 
okul hasarlı
şeker tansiyon ve felçli hastalar var hastane ve ilaca erişim yok"
Hatay,Altınözü,Tepehan,7.84,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,6000,,,20,1676215620000,"hastane var fakat yeterli değil 
ağır hastalar sevk edildi
yardım geç geliyor sınırda olduğu için, yardımlar direkt köye gelmedi"
Hatay,Hassa,Zeytinoba,62.26,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Teknik yardım (Powerbank,el fen",,18,,182,350,,25,15/02/23 19:15,GÜNCEL EKSİK: çadır ve kuru gıda.     //////   çadır ve kuru gıda gerekli şeker çay patates soğan iç giyim çorap temizlik malzemeleri mum el feneri ihtiyaçları var. minare sallanıyor. tehlike arz ediyor.  kıyafet desteği gelmiş.
Hatay,Altınözü,Sivrikavak,22.17,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,5000,,,20,1676215380000,"normalde 1000 nüfus şuan 6000
mezar taşı, tahta kalem ve boya istiyolar defin işlemleri için"
Hatay,Altınözü,Seferli,22.40,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,1500,,,,1676215200000,hasarlı binalar var
Hatay,Hassa,Yoluklar,70.06,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,100,,280,20,,3,1676211420000,yardım ulaşıyor ama hala kuru gıda ve çadır ihtiyacı var.
Hatay,Altınözü,Oymaklı,17.54,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be","Barınma (Çadır, konteyner gibi)",,,,3000,,,5,1676214900000,"hastaneye ulaşım var fakat dolu
çadır battaniye ihtiyaçları var"
Hatay,Hassa,Küreci,62.46,,,,,1000,,2000,1000,,400,1676211180000,çok acil çadır ve gıda ihtiyacı var. Henüz hiç çadır kurulmamış. enkaz altında kalan 35 kişi vefat etmiş
Hatay,Hassa,Koruhöyük,78.78,"Barınma (Çadır, konteyner gibi)",,,,50,,187,13,,7,15/02/23 19:15,GÜNCEL EKSİK: çadır ve kuru gıda     //////   çadıra ihtiyaç var. su ve gıda yardımı yapılmış. 1 kadın bebeği ile enkaz altında kalmış ama kurtarılmış
Hatay,Hassa,Gülkent,65.16,,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,270,,746,10,,1,1676207160000,çadıra ve kuru gıdaya ihtiyaç var.
Hatay,Hassa,Arpalıuşağı,68.03,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,100,,570,20,,0,1676206860000,yollarda kar var. çadır ve kuru gıda gerekli. daha önce giysi ve su yardımı yapılmış
Hatay,Altınözü,Gözecik,24.28,"Barınma (Çadır, konteyner gibi)","Hijyen ve sağlık( Ped, bebek be","Isınma (El sobası, battaniye)",,80,75,150,50,,0,1676155200000,yakıt az. 300 kişilik çadır gerekiyor. şu ana kadar çadır yardımı gelmedi!
Hatay,Altınözü,Boynuyoğun,16.63,"Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,2000,1500,3000,150,,63,1676205480000,yakıt sıkıntısı var. 
Hatay,Antakya,Akhisar,12.39,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",,,1000,2000,65,,,1676205420000,"binalar yıkılmamış ama hiçbirine girilmeyecek kadar hasarlı.
10, engelli birey var acil"
Hatay,Antakya,Barbaros,0.86,"Kıyafet(Ayakkabı, çorap, iç çam",,,05325545677,10,14,,14,,,1676205300000,"Mahallenin tamamı gitmiş 38 kişi muhtarın evinde kalıyor. Çok konuşamadı, sadece evdekilerin sayısını söyledi.
Mahallenin tamamı gitmiş 38 kişi muhtarın evinde kalıyor. Çok konuşamadı, sadece evdekilerin sayısını söyledi."
Hatay,Antakya,Bitiren,10.06,"Barınma (Çadır, konteyner gibi)","Hijyen ve sağlık( Ped, bebek be","Gıda (ekmek,su,paketli gıda)",,,,,,,,1676205120000,"Nüfusu bilmiyor başka köylerden çok insan gelmiş.
yaklaşık 100 bina hasarlı, 50 ağır hasarlı
1 kişi engelli ACİL taşımakta zorlanıyorlar. 
yakıt sıkıntısı var"
Hatay,Antakya,Derince,11.91,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05324648115,,,3000,,350,,1676205060000,"çadır ve gıda acil ihtiyaç hiç gitmemiş 
sadece 15 20 bina sağlam (top 350 bina vardı) kalanlar girilmez halde"
Hatay,Antakya,Gülderen,9.56,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",05354166690,,,2000,,,,1676204880000,Enkaz altında olduğu tahmin edilen kişi var ama sayı belli değil
Hatay,Antakya,Doğanköy,5.66,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,05376131643,,,1200,,300,,1676204760000,yakıt sıkıntısı var. 
Hatay,Antakya,Bohşin,18.50,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,,,,8500,,,,1676204640000,"8500 toplam nüfus, ayrı ayrı bilmiyor"
Hatay,Antakya,Alaattin,10.26,"Barınma (Çadır, konteyner gibi)",,,,,,,,,,1676204340000,
Hatay,İskenderun,Suçıkağı,39.93,"Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam","Barınma (Çadır, konteyner gibi)",05387803797,,,,,,,1676201220000,"nüfus 1780, gelenlerle 2000 civarı. Hasrlı bina var. Ölen ve yaralı yok. Kronik hastalar ve engelli bireyler için görüşülmüş ilaçlar temin edilecek."
Hatay,İskenderun,Sarıselki,51.89,"Hijyen ve sağlık( Ped, bebek be","Gıda (ekmek,su,paketli gıda)",,05374312228,,,,,,,1676199900000,"nüfus 3500 ama gelenlerle 8000 e yaklaştı.  elektrik var, su pazartesi tamir edilecek. limanda sahra hastanesi var"
Malatya,Akçadağ,Harunuşağı,54.07,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05324264132,,,,,60,12,1676460600000,"GÜNCEL EKSİK: kuru gıda.    /////  35 çadır insanlar için, 15 çadır hayvanlar için gerekli. hayvanların yemleri göçük altında kalmış. yem gerekiyor. yaralı hayvanlar var."
Malatya,Akçadağ,Keller,36.45,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05553708185,,,,,105,,1676110140000,mahalle yolları kapalı. çoğu hasarlı yapıların. 20 çadıra ihtiyaç var.
Malatya,Akçadağ,Kayadibi,45.53,"Isınma (El sobası, battaniye)","Isınma (El sobası, battaniye)",,05362620044,,,,,110,50,1676108580000,
Malatya,Akçadağ,Kasımuşağı,45.64,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",05309219095,,,,,50,4,1676460600000,"GÜNCEL EKSİK: yakıt, kömür, odun     //////  tansiyon ilacı gerekli. evler hasarlı ihtiyaç önceliği giderilmeli."
Malatya,Akçadağ,Karapınar,24.17,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,05323183144,,,,,350,,1676108400000,evlerin çoğu hasarlı. çadır battaniye gerekli.
Malatya,Akçadağ,Kahyalı,45.34,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,05377395113,,,,,90,0,1676460600000,GÜNCEL EKSİK: kuru gıda.     /////   çadır ve ısıtıcı gerekli. 30dan fazla telef olan küçükbaş var.
Malatya,Akçadağ,Kadıibrahim,34.22,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05379894712,,,,,,,1676109780000,insanlar ve hayvanlar için acil çadır gerekli. hayvanlar için yeme ihtiyaç var.
Malatya,Akçadağ,İkinciler,33.52,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,05324882159,,,,,250,200,1676107380000,acilen çadır ve ısınacak malzeme gerekli. çocuklar hastalanmış. insanlar soğuktan ölecek. hayvanlar büyükbaş küçükbaş göçük altında kalmış.
Malatya,Akçadağ,Ilıcak,27.72,,,,05342933808,,,,,500,0,1676107140000,
Malatya,Akçadağ,Hartut(Kozalak),37.20,"Barınma (Çadır, konteyner gibi)",,,05358876118,,,,,150,,1676105940000,yıkılan bina sayısı tam olarak bilinmiyor. çoğu hasarlı. acil çadır gerekli. insanlar ve hayvanlar için. hayvanlar dışarıda kalmış. donarak ölme durumu var.
Malatya,Akçadağ,Hançerli,39.42,"Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam",,05365205968,,,,,70,,1676460600000,GÜNCEL EKSİK: ihtiyaç yok.  /////  su elektrik sıkıntısı var. çadır kıyafet gerekli. evlerin çoğu yıkılmış.
