İl,İlçe,Köy,Merkeze uzaklık (km),Birincil Öncelik,İkincil,Üçüncül,Telefon,Çocuk,Kadın,Yetişkin,Yaşlı,Hane,Yıkılan,Bilgi Alınan Vakit,Ek
Kahramanmaraş,Göksun,Keklikoluk,56.87,Tıbbi yardım malzemeleri,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,,10,,,140,,14/02/23 17:54,"bypass ameliyatlı olan 97 yaşında yatalak hasta mehmet ağa boybey'in durumu ağır, eşi evde bakıyor,  yardım bekliyorlar.

Güncel nüfus 18 fakat çok sayıda yapı var."
Kahramanmaraş,Göksun,Huğtaş,45.83,"Barınma (Çadır, konteyner gibi)",,,,,,,,,,14/02/23 17:13,güncel nüfus 82. acil 10 çadır gerekli. 
Kahramanmaraş,Göksun,Kazandere,53.19,"Barınma (Çadır, konteyner gibi)",,,,,300,,,100,,14/02/23 17:16,600 güncel nüfus 
Kahramanmaraş,Göksun,Kavşut,51.47,"Barınma (Çadır, konteyner gibi)","Hijyen ve sağlık( Ped, bebek be",,,,125,,,65,1,14/02/23 16:43,Köy nüfusu 362 güncel nüfus 250
Kahramanmaraş,Göksun,Karaömer,39.54,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,,,200,,,164,14,14/02/23 16:36,
Kahramanmaraş,Göksun,Karadut,33.38,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Hijyen ve sağlık( Ped, bebek be",,,250,,,250,62,14/02/23 15:58,Köyün nüfusu 1.403 gözüküyor güncel olarak 500 denilmiş durumda
Kahramanmaraş,Göksun,Karaahmet,34.88,"Hijyen ve sağlık( Ped, bebek be",,,05448590463,,25,,,34,14,14/02/23 15:50,Su kesik 
Kahramanmaraş,Göksun,Kanlıkavak,41.59,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,,750,,,250,10,14/02/23 15:44,
Kahramanmaraş,Göksun,Harbiye,39.17,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,,,,,,0,14/02/23 16:19,"güncel nüfus 2600. acil 40 çadır ve kuru gıda, kahvaltılık gerekli."
Kahramanmaraş,Elbistan,Yapraklı,56.17,Diğer,,,05367937146,,700,,,180,3,13/02/23 18:23,
Kahramanmaraş,Göksun,Hacıömer,36.70,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,,,,,14/02/23 16:16,güncel nüfus 100. 5 çadır ihtiyacı var. kuru gıda  ve kömür gerekli. 
Kahramanmaraş,Göksun,Hacımirza,39.94,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,,,,4,14/02/23 16:00,güncel nüfus 350. acil 15 çadır ihtiyacı var. su yok. kuru gıda gerekli. hijyen temizlik ürünleri gerekli.
Kahramanmaraş,Elbistan,Yapılıpınar,83.96,Diğer,"Kıyafet(Ayakkabı, çorap, iç çam",,,,10,,,5,,13/02/23 18:14,Hayvanlar için ACİL çadır
Kahramanmaraş,Göksun,Hacıkodal,48.84,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,,,,,,0,14/02/23 16:04,güncel nüfus 350. acil 20 çadır ve gıda ihtiyacı var. hijyen temizlik ürünleri gerekli
Kahramanmaraş,Elbistan,Türkören,72.24,Tıbbi yardım malzemeleri,"Gıda (ekmek,su,paketli gıda)",,,,300,,,80,,13/02/23 18:31,
Kahramanmaraş,Elbistan,Toprakhisar,85.72,,,,,,30,,,10,0,13/02/23 18:25,"köyün deposu var, köy bölge için bir dağıtım merkesine dönüşmüş durumda, başka köylere de erzak yolluyorlar, muhtar çevre köylere de bu depodan dağıtım yapıyor, gerekirse AFAD'la böyle bir işbirliğine açık"
Kahramanmaraş,Elbistan,Tepebaşı,70.15,"Isınma (El sobası, battaniye)","Gıda (ekmek,su,paketli gıda)",,05375588087,,25,,,15,0,13/02/23 18:18,
Kahramanmaraş,Elbistan,Tapkırankale,80.82,"Barınma (Çadır, konteyner gibi)",Tıbbi yardım malzemeleri,"Gıda (ekmek,su,paketli gıda)",,,75,,,35,18,13/02/23 18:08,
Kahramanmaraş,Göksun,Güller,45.16,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05305669540,,,,,,26,14/02/23 15:53,güncel nüfus 600. 70 acil çadır ihtiyacı var. kuru gıda gerekli. 
Kahramanmaraş,Elbistan,Köseyahya,70.34,"Kıyafet(Ayakkabı, çorap, iç çam","Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,25,,,15,0,13/02/23 18:00,Gelmeden önce haber verilsin.
Kahramanmaraş,Göksun,Güldağ,39.46,"Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam","Hijyen ve sağlık( Ped, bebek be",,,,,,,3,14/02/23 16:11,"güncel nüfus 200. 20 acil çadır gerekli. 6 13 yaş bot ve mont acil gerekli. kuru gıda ihtiyacı var. ped, deterjan, şampuan, hijyen ürünleri, hasta bezi, hayvan yemi acil gerekli. muhtarın aracı var yetkililer ulaşırsa gidip alabileceğini söyledi"
Kahramanmaraş,Elbistan,Kangal,76.65,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,60,,,20,2,13/02/23 17:51,
Kahramanmaraş,Göksun,Gücüksu,34.05,,,,,,,,,,110,14/02/23 17:16,konteynırlarda elektrik yok. hayvanlar için yem gerekli.
Kahramanmaraş,Göksun,Göynük,58.67,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",Tıbbi yardım malzemeleri,05064162483,,,,,,,14/02/23 15:47,"kuru gıda, odun kömür, hijyen ürünleri, hayvan yemi ve ağrı kesici gerekli. "
Kahramanmaraş,Göksun,Gölpınar,35.73,"Barınma (Çadır, konteyner gibi)",,,,,,,,,,14/02/23 15:43,Güncel nüfus 350. acil çadır ihtiyacı 10. 
Kahramanmaraş,Elbistan,Kalaycık,72.24,Tıbbi yardım malzemeleri,Diğer,,05306556586,,60,,,20,2,13/02/23 17:48,
Kahramanmaraş,Elbistan,Izgın,55.55,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,2500,,,350,8,13/02/23 17:45,
Kahramanmaraş,Elbistan,İkizpınar,76.49,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,,,,,,,,13/02/23 17:42,
Kahramanmaraş,Elbistan,Hasankendi,57.65,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,300,,,100,4,13/02/23 17:33,
Kahramanmaraş,Elbistan,Hacıhasanlı,73.63,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,100,,,25,,13/02/23 17:30,
Kahramanmaraş,Göksun,Fındıklıkoyak,38.65,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,,,,,14/02/23 17:39,"güncel nüfus 800. acil 20 çadır ihtiyacı var. genel gıda ihtiyacı var. hayvan yemi, soba, hijyen ürünleri ve temizlik malzemeleri. sular donmuş"
Kahramanmaraş,Elbistan,Güvercinlik,57.53,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,05426658579,,750,,,75,3,13/02/23 17:18,
Kahramanmaraş,Göksun,Fındıkköy,33.15,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,,,,,,,14/02/23 15:33,"güncel nüfus 100. 7 acil çadır ihtiyacı var. kuru gıda, hijyen ürünleri, deterjan ihtiyaçları var. yardımların muhtara iletilmesini isteniyor, ihtiyaca göre dağıtım olmuyormuş"
Kahramanmaraş,Elbistan,Gümüşdöven,50.99,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,05324583899,,250,,,25,0,13/02/23 17:11,
Kahramanmaraş,Ekinözü,Kabaktepe,32.32,"Barınma (Çadır, konteyner gibi)",,,,,,,,,20,13/02/23 18:34,"nüfus 700.180 bina var 20si dışında hepsi hasarlı ya da yıkılmış 
"
Adıyaman,Kahta,Erikdere,25.51,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,,,,,,,,15/02/23 16:57,"8 çadır gelmiş, 8 çadır daha gerekli. yollarda çatlak var. 350-400 nüfus var. 20 aile gelmiş, 2-3 aile gitmiş. boş ve eski yapılar yıkılmış."
Kahramanmaraş,Elbistan,Elmalı,78.57,"Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",,05306556586,,15,,,,,13/02/23 16:47,
Kahramanmaraş,Ekinözü,Gaziler,33.49,"Barınma (Çadır, konteyner gibi)",,,,,,,,,,13/02/23 18:39,"nüfus 500. binaların hepsi hasarlı, çatlak
"
Adıyaman,Kahta,Elbeyi,40.55,,,,,,,,,,0,15/02/23 16:56,350-400 nüfus var. 80 aile gelmiş. ihtiyaç yok.
Adıyaman,Kahta,Ekinci,44.53,,,,,,,,,,10,15/02/23 16:49,150 nüfus var. 5 aile gelmiş. ihtiyaç yok.
Kahramanmaraş,Elbistan,Demircilik,66.55,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05357113743,,300,,,,5,13/02/23 16:47,
Kahramanmaraş,Ekinözü,Demirlik,23.87,"Barınma (Çadır, konteyner gibi)",,,,,,,,,0,13/02/23 18:27,"nüfus 300. binaların yüzde 80i hasarlı
"
Kahramanmaraş,Ekinözü,Çiftlikköy,37.45,"Barınma (Çadır, konteyner gibi)",,,05395528328,,,,,,,13/02/23 16:47,"nüfus 400. 100 kadar hayvan için büyük çadır lazım. hasarlı binalar var
"
Adıyaman,Kahta,Eceler,50.27,"Gıda (ekmek,su,paketli gıda)",,,,,,,,,,15/02/23 16:48,nüfus 250. bütün köy çadırda kalıyor. nakit paraya ihtiyaçları var. ekmek alamıyolar. günlük 100 ekmek ihtiyaçları var. 
Adıyaman,Kahta,Dumlu,50.25,,,,,,,,,,0,15/02/23 16:45,300 nüfus var. 2-3 aile gelmiş. binaların tamamı hasarlı.  ihtiyaç yok.
Kahramanmaraş,Ekinözü,Çiftlikkale,39.95,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05424062538,,,,,,0,24/04/65 13:04,nüfus 500. ilaç yardımı hiç ulaşmadı çeşitli ilaca ihtiyaç var. yıkılan bina yok ama çoğu hasarlı. içme suyu ve normal su yok. normal araç var erzak taşımak için araç yok.
Kahramanmaraş,Elbistan,Çalış,42.33,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",05414967848,,450,,,100,0,13/02/23 17:41,
Adıyaman,Kahta,Doluca,27.66,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,,,,17,15/02/23 16:41,17 yaralı var. kalan binaların hepsi hasarlı. 50 nüfus gelmiş yaklaşık 900 nüfus var. 10 çadır ve su ihtiyacı var.
Kahramanmaraş,Ekinözü,Ambar,34.65,"Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam",,05437883394,,,,,,0,15/02/23 16:38,"nüfus 350.20 tane hasarlı bina var, hayvanlar için kalacak yer yok
"
Adıyaman,Kahta,Dikenli,48.51,,,,,,,,,,0,15/02/23 16:38,"120 nüfusken, yaklaşık 100 nüfus gelmiş. ihtiyaç yok."
Kahramanmaraş,Elbistan,Akbayır,60.67,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",05444648185,,300,,,,10,13/02/23 16:24,
Kahramamaraş,Onikişubat,Fatmalı,28.25,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05336216568,,,6500,,,,13/02/23 16:37,900 kişi için çadır ihtiyacı
Adıyaman,Kahta,Dardoğan,13.88,"Isınma (El sobası, battaniye)",,,,,,,,45,25,15/02/23 16:30,
Kahramanmaraş,Ekinözü,Altunyaprak,42.66,"Gıda (ekmek,su,paketli gıda)",,,05423374193,,,,,,0,15/02/23 16:33,"nüfus 300. bir haftalık gıda var. çöken yok ama çokça hasarlı bina var. temizlik için su yok içme su var. yollar karlı 4*4 araçlarla ulaşım sağlanabilir.
"
Kahramanmaraş,Onikişubat,Dönüklü,38.96,"Gıda (ekmek,su,paketli gıda)",,,05309211615,,,35000,,,84,14/02/23 16:35,"1200 kişi için çadır ihtiyacı
"
Kahramanmaraş,Onikişubat,Döngele,30.51,,,,05057416406,,,6000,,,3,15/02/23 16:34,700 kişi için çadır ihtiyacı
Kahramanmaraş,Onikişubat,Çamlıca,22.80,"Gıda (ekmek,su,paketli gıda)",,,05373329418,,,100,,,4,15/02/23 16:32,"hasta için glutensiz yiyecek
15 aile için çadır ihtiyacı"
Kahramanmaraş,Ekinözü,Alişar,24.78,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05396494193,,,,,,6,15/02/23 15:51,"nüfus 700. çokça arama aldıkları ama yardım edilmediğini söylendi. hayvanları koyacak yer yok ağıllar yıkılmış, yollar buzlu ama bir şekilde ulaşım sağlanıyor"
Kahramanmaraş,Onikişubat,Beşbağlar,16.48,,,,05057041390,,,380,,,,15/02/23 16:31,15 aile için çadır ihtiyacı
Kahramanmaraş,Onikişubat,Ayşepınarı,26.39,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05357412162,,,700,,,,14/02/23 16:29,20 aile için çadır ihtiyacı
Kahramanmaraş,Nurhak,Pınarbaşı,52.33,,,,05415738779,,,,,,380,13/02/23 15:46,temizlik malzemesi gerekli.
Kahramanmaraş,Onikişubat,Yaylaüstü Avgasır,31.73,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05309211615,,,,,150,,15/02/23 16:27,10 aile için çadır ihtiyacı
Kahramanmaraş,Nurhak,Kullar,64.33,Tıbbi yardım malzemeleri,"Hijyen ve sağlık( Ped, bebek be",Diğer,,,,,,,845,13/02/23 15:43,2950 nüfus. temizlik malzemesi gerekli.
Kahramanmaraş,Nurhak,Karşıyaka,63.20,,,,,,,,,,550,13/02/23 15:40,"güncel nüfus 1000. hastalar, bebekler tahliye edildi. temizlik malzemesi, seyyar tuvalet, hijyen ürünleri gerekli."
Kahramanmaraş,Nurhak,Eskiköy,57.74,,,,,,,,,,70,13/02/23 15:36,güncel nüfus 400. 
Kahramanmaraş,Nurhak,Biçin,52.95,"Barınma (Çadır, konteyner gibi)",Tıbbi yardım malzemeleri,,,,,,,,8,13/02/23 15:32,güncel nüfus 100. 3 çadır ihtiyacı. astım ilacı ihtiyacı var.
Kahramanmaraş,Çağlayancerit,Boylu,37.06,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",Diğer,,,,,,,10,13/02/23 15:21,yolların bi kısmı açık bi kısmı açılıyor. güncel nüfus 1000. 20 çadır ihtiyacı.
Kahramanmaraş,Göksun,Esenköy,48.07,"Hijyen ve sağlık( Ped, bebek be","Kıyafet(Ayakkabı, çorap, iç çam",,,,,,,,1,14/02/23 16:30,"güncel nüfus 500. 30 çadır ihtiyacı var. iç çamaşırı, temizlik malzemesi, hijyenik ped ihtiyaçları acil. "
Kahramanmaraş,Çağlayancerit,Büyükdamlar,42.24,"Barınma (Çadır, konteyner gibi)","Hijyen ve sağlık( Ped, bebek be",,,,,,,,1,13/02/23 15:18,"güncel nüfus 25, 5 çadır ihtiyacı var."
Kahramanmaraş,Çağlayancerit,Aksu,48.26,,,,,,,,,,,13/02/23 15:02,"güncel nüfus 2000. giyece, y,yecek karşılanıyor, çadır ihtiyacı var."
Kahramanmaraş,Dulkadiroğlu,Yusufhacılı,30.56,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,,,,21,16/02/23 15:48,GÜNCEL EKSİK: 20 çadır gerekli. sağlık taraması yapıldı.    //////    nüfus 2000.
Kahramanmaraş,Pazarcık,Yiğitler,65.65,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05423784827,,,,,120,6,15/02/23 20:47,"GÜNCEL EKSİK: çadır ve hayvan yemi    ///////   500 küçükbaş, 500 büyükbaş var. 465'ten 600'e çıkmış nüfus."
Kahramanmaraş,Dulkadiroğlu,Yenişehir,24.85,,,,,,,,,,,16/02/23 15:43,GÜNCEL EKSİK: ihtiyaç yok. sağlık taraması yapıldı    ////// nüfus 7000. ilçeymiş genel olarak yardım gelmiş
Kahramanmaraş,Pazarcık,Yeşilkent,58.12,"Gıda (ekmek,su,paketli gıda)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",05438068323,,,,,26,9,15/02/23 14:22,"küçükbaş 400, büyükbaş 6 mevcutta. toplam 8 telef. yıkılanların arasında ahır var. nüfus 90'dan 300 üzerine çıkmış. "
Kahramanmaraş,Göksun,Elmalı,30.58,"Gıda (ekmek,su,paketli gıda)",,,05342449692,,,,,,19,14/02/23 16:38,güncel nüfus 30. kuru gıda ve su gerekli. elektrik su yok
Kahramanmaraş,Göksun,Doğankonak,63.04,"Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",,,,,,,,2,14/02/23 16:50,"güncel nüfus 100. bakliyat, kuru gıda, yağ 4 evlik gerekli. ayakkabı mont, kışlık kıyafet yetişkin gerekli. "
Kahramanmaraş,Göksun,Çamdere,44.17,"Gıda (ekmek,su,paketli gıda)",,,,,,,,,6,14/02/23 16:40,"güncel nüfus 180. çadır ihtiyacı 20. bakliyat, kuru gıda, yağ ihtiyacı var."
Kahramanmaraş,Göksun,Bozhüyük,49.47,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,,,,,,,20,14/02/23 17:12,"güncel nüfus 600. kuru gıda, çay ihtiyacı var. odun ve kömür ihtiyacı var."
Kahramanmaraş,Dulkadiroğlu,Öksüzlü,39.96,"Barınma (Çadır, konteyner gibi)",,,,,,,,,,15/02/23 16:43,GÜNCEL EKSİK: çadır gelmiş 10 tane aparatları eksik çıkmış. Kuramadıkları olmuş. Çadır gelirken kurabilecek birileri de olsa dedi.Su sorunu var. yıkanamadık dedi.Yüzeye bir kaç boruyla su verilebilir.ınsanlar ordan alıp ihtiyaçlarını görürler.Tuvalet sorun dedi.Odun kömür acil ihtiyaç diğerleri var     ////////     50-60. gidenler dönerse 100'ü bulur.  bir tane oturulacak bina yokmuş. elektrik ve su varmış ama sık sık kesiliyormuş. seyyar tuvalet ve banyo çadır getiriyorlar ama kurmayı bilmedikleri için kuramıyorlar.
Kahramanmaraş,Göksun,Bozarmutlu,39.46,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,,,,,,1,14/02/23 16:10,"güncel nüfus 200. çadır ihtiyacı 45. bakliyat, yağ, şeker, 50 battaniye gerekli. elektrik su yok"
Kahramanmaraş,Dulkadiroğlu,Menderes,25.01,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,,,,,,,15/02/23 16:54,GÜNCEL EKSİK: Çadır battaniye odun kömür kuru gıda     //////  nüfus bilinmiyor.  yıkılan bina sayısı bilinmiyor ancak çok fazla. Telef olan hayvan sayısı bilinmiyor . Elektrik hatları koptuğu için bölgeye elektrik verilmemeli! ve yollar kapalı olduğu için yardımlar ulaşmıyormuş
Kahramanmaraş,Dulkadiroğlu,Maksutuşağı,49.26,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,,,,,,,3,15/02/23 17:16,"GÜNCEL EKSİK: su sorunu var. Çadır, odun, kömür, piknik tüpü, yağ, şeker, kuru gıda ve su sorunu olduğundan su da ihtiyacı var    /////   nüfus 400"
Kahramanmaraş,Dulkadiroğlu,Küpelikız,40.31,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,,,,100,15/02/23 17:27,GÜNCEL EKSİK: ihtiyaç yok.    /////   nüfus 450.
Kahramanmaraş,Pazarcık,Tetirlik,47.67,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,,,300,30,16/02/23 18:45,GÜNCEL EKSİK: kuru gıda ve 40 çadır gerekli    //////   şu an ki nüfus 800. hasarlı bina sayısı bilinmiyor. baraj kartalkaya tarafındaki yol kapalı.
Kahramanmaraş,Göksun,Bahçelievler,39.80,"Kıyafet(Ayakkabı, çorap, iç çam","Hijyen ve sağlık( Ped, bebek be","Isınma (El sobası, battaniye)",,,,,,,0,14/02/23 17:00,"güncel nüfus 70. çadır ihtiyacı 10. bakliyat, yağ, şeker gerekli. çocuk ve bebek kıyafetleri acil ihtiyaç. çocuk bezi ve yakacak da acil."
Kahramanmaraş,Pazarcık,Taşdemir,66.66,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05313763717,,,,,140,7,16/02/23 18:43,"GÜNCEL EKSİK: kuru gıda gerekli. hane başına olursa iyi olur 130-140 hane var   ///////  550'den 650'ye nüfus artmış. 10 adet çadır ihtiyacı var. küçükbaş 300, büyükbaş 30 adet, telef yok."
Kahramanmaraş,Dulkadiroğlu,Kozludere,28.84,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,,,,50,16/02/23 15:25,GÜNCEL EKSİK: 40 çadır gerekli. sağlık taraması yapıldı.    /////  nüfus 1000.
Kahramanmaraş,Pazarcık,Sokumilyanlı,54.66,"Gıda (ekmek,su,paketli gıda)",,,,,,,,130,0,16/02/23 18:36,"GÜNCEL: kuru gıdaları hiç yok   //////  şu an ki nüfus 250. çok az hasarlı yapı var. büyükbaş-küçükbaş telef yok, toplam 1300 tane. kuru gıda gerekli, her yer kapalı alamıyolar."
Kahramanmaraş,Dulkadiroğlu,Kemallı,26.70,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,,,,,,0,16/02/23 15:09,"GÜNCEL EKSİK: 100 çadır, ısıtıcı, battaniye, kuru gıda, temizlik ürünleri ihtiyacı var.  sağlık taraması yapıldı    //////   nüfus 1000.  25-30 bina oturulmaz halde"
Kahramanmaraş,Dulkadiroğlu,Kazanlıpınar,39.37,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,,,,90,16/02/23 15:07,"GÜNCEL EKSİK: 5 çadır, kuru gıda, ısıtıcı, kömür ihtiyacı var. sağlık taraması yapıldı    //////  nüfus 200."
Kahramanmaraş,Pazarcık,Sakarkaya,52.86,"Gıda (ekmek,su,paketli gıda)",,,,,,,,350,50,15/02/23 14:01,"nüfus 1500'den 2000'e çıkmış. 50 üzeri bina yıkılmış, hasarlı sayısı bilinmiyor. küçükbaş 1000 üzeri, büyükbaş 400-500 civarı, telef olanların sayısı bilinmiyor. acil su ihtiyacı."
Kahramanmaraş,Göksun,Arslanbey Çiftliği,35.57,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",05066671981,,,,,,110,14/02/23 15:50,"güncel nüfus 300. çadır ihtiyacı 50. bakliyat,yağ, şeker,un, ayakkabı, mont eksik. hava çok soğukmuş, çadır yerine konteyner gönderebilirler mi dedi."
Kahramanmaraş,Dulkadiroğlu,Karataş,28.03,,,,,,,,,,,16/02/23 15:04,"GÜNCEL EKSİK: 50 çadır, tüp, ısıtıcı, kuru gıda ihtiyacı var. sağlık taraması yapıldı    //////    nüfus 100."
Kahramanmaraş,Pazarcık,Payamlıbağ,54.02,"Barınma (Çadır, konteyner gibi)",Diğer,"Gıda (ekmek,su,paketli gıda)",,,,,,195,100,16/02/23 18:34,"GÜNCEL EKSİK: 10 çadır, 20 soba gerekli    //////   şu an ki nüfus 400. kalan binalar ağır hasarlı. 2 yaralı."
Kahramanmaraş,Göksun,Apıklar,43.54,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",,,,,,,15,14/02/23 15:40,"Güncel nüfus 250. çadır ihtiyacı olan aile 20. bakliyat, ayakkabı, mont ihtiyacı var."
Kahramanmaraş,Dulkadiroğlu,"Kahramanmaraş, Dulkadiroğlu",14.65,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",05379869383,,,,,,10,15/02/23 13:50,nüfus 1200.
Kahramanmaraş,Göksun,Altınoba,62.86,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",05064162483,,,,,,,14/02/23 15:30,"güncel nüfus:50. çadır ihtiyacı olan aile 15. bakliyat,şeker,yağ, kuru gıda ve ayakkabı,mont, kışlık kıyafet ihtiyacı var. bebek sayısı 2. "
Kahramanmaraş,Pazarcık,Nefsidoğanlı,46.59,,,,,,,,,,35,16/02/23 13:47,GÜNCEL EKSİK: acil soğan istendi. kısa zamanda gelemiyorsa istemiyormuş.      ///////  350'den 600'e nüfus artmış. binaların kalanının yarısında hasar bulunmakta.
Kahramanmaraş,Dulkadiroğlu,Kapıçam,38.52,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,,,,30,15/02/23 13:47,"nüfus 250. yıkılan bina sayısı 30'dan fazla, telef olan hayvan sayısı 10'dan fazla. mahalle içinde bile ulaşım kötü
"
Kahramanmaraş,Göksun,Alıçlıbucak,42.82,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam",,,,,,,4,14/02/23 17:20,"güncel nüfus 60. çadıra ihtiyacı olan aile sayısı 8. bakliyat, yağ, pirinç, bulgur, makarna ihtiyacı var. ayakkabı, mont, kışlık kıyafet ihtiyacı var. elektrik su yok"
Kahramanmaraş,Dulkadiroğlu,Halkaçayırı,48.51,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,,,,6,16/02/23 14:47,"GÜNCEL EKSİK: 7 çadır, odun, kömür, gıda eksik. sağlık taraması yapılmadı ama durum iyi.    //////   15 çadır , gıda olarak kuru bakliyat gerekli. Temizlik malzemesi, yakacak odun ve kömür eksik. 9 şubat tarihinde bir tane giysi yardımı için tır gelmiş. Fakat çadır ve gıda yetersiz. Herkes kendi aracında barınıyor. Hasta bezi ve ilaç lazım."
Kahramanmaraş,Dulkadiroğlu,Gölllü,24.97,"Gıda (ekmek,su,paketli gıda)",,,,,,,,,5,15/02/23 13:26,"nüfus 4000. jandarma geliyor, hayırsever biri getirdi bez vs Kızılay gelmedi
"
Kahramanmaraş,Göksun,Ahmetçik,30.83,,,,05312979324,,,,,,12,14/02/23 15:00,"güncel nüfus 40. 7 aile için çadır gerekli. 40 kişilik erzak gerekli. ayakkabı, mont, kışlık kıyafetler gerekli. kaba yem ihtiyacı acil, doğum zamanıymış. hiç yem yokmuş köyde"
Kahramanmaraş,Dulkadiroğlu,,28.31,"Barınma (Çadır, konteyner gibi)",,,05379869383,,,,,,,15/02/23 13:23,
Kahramanmaraş,Dulkadiroğlu,Eskinarlı,48.16,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,,,,,,,16/02/23 14:30,"GÜNCEL EKSİK: 10 çadır,odun,kömür gerekli. yardım gelmedi. sağlık taraması yapılmadı ama durum iyi."
